scenario_id,regime,winner_method,winner_score,winner_margin,profiles_aggregated,weight_severity,noise_scale,hard_threshold
s003499,heritage_strict,expert_reference_upper_bound,83.9801,22.6181,8,0.3953,1.5318,3
s003500,visual_lenient,expert_reference_upper_bound,85.4596,20.1118,8,0.4127,1.0168,1
s003501,balanced,expert_reference_upper_bound,84.7907,20.7299,8,0.4516,0.8575,2
s003502,construction_strict,expert_reference_upper_bound,85.8172,19.9637,8,0.1235,1.4636,1
s003503,motif_strict,expert_reference_upper_bound,84.8429,17.6722,8,0.2679,0.7648,1
s003504,heritage_strict,expert_reference_upper_bound,82.8052,23.1608,8,0.1437,1.6677,3
s003505,visual_lenient,expert_reference_upper_bound,80.9108,15.7113,8,0.2041,1.2933,1
s003506,balanced,expert_reference_upper_bound,87.5807,26.5998,8,0.3914,1.2696,2
s003507,construction_strict,expert_reference_upper_bound,83.6925,20.9216,8,0.1213,0.9486,3
s003508,motif_strict,expert_reference_upper_bound,82.4451,16.2711,8,0.2191,1.6717,3
s003509,heritage_strict,expert_reference_upper_bound,79.5415,17.257,8,0.143,1.7186,2
s003510,visual_lenient,expert_reference_upper_bound,84.0299,16.4728,8,0.2301,1.3445,1
s003511,balanced,expert_reference_upper_bound,86.5285,20.6531,8,0.3858,1.5412,1
s003512,construction_strict,expert_reference_upper_bound,82.3702,20.2648,8,0.5079,1.4834,3
s003513,motif_strict,expert_reference_upper_bound,78.7971,13.3251,8,0.3075,0.7867,1
s003514,heritage_strict,expert_reference_upper_bound,85.6136,21.5957,8,0.3515,1.4334,2
s003515,visual_lenient,expert_reference_upper_bound,84.4135,18.9271,8,0.3038,1.3058,2
s003516,balanced,expert_reference_upper_bound,80.0634,14.9922,8,0.3677,1.5829,3
s003517,construction_strict,expert_reference_upper_bound,83.2395,22.0951,8,0.2241,1.5775,3
s003518,motif_strict,expert_reference_upper_bound,89.1325,26.8376,8,0.2816,0.5586,1
s003519,heritage_strict,expert_reference_upper_bound,81.932,18.4268,8,0.3678,1.188,2
s003520,visual_lenient,expert_reference_upper_bound,81.2076,16.0289,8,0.1012,0.7834,1
s003521,balanced,expert_reference_upper_bound,85.6557,24.9379,8,0.5067,1.1548,2
s003522,construction_strict,expert_reference_upper_bound,81.2967,12.3538,8,0.5337,1.4405,1
s003523,motif_strict,expert_reference_upper_bound,88.4482,23.1274,8,0.3898,1.6857,1
s003524,heritage_strict,expert_reference_upper_bound,84.1677,20.7658,8,0.2551,0.5714,2
s003525,visual_lenient,expert_reference_upper_bound,82.1838,20.2939,8,0.1357,1.3723,2
s003526,balanced,expert_reference_upper_bound,82.4725,21.1537,8,0.4744,1.7024,1
s003527,construction_strict,expert_reference_upper_bound,85.0691,23.1621,8,0.1484,0.787,3
s003528,motif_strict,expert_reference_upper_bound,78.8954,15.0015,8,0.2122,1.2741,3
s003529,heritage_strict,expert_reference_upper_bound,86.8979,21.892,8,0.1993,1.7336,3
s003530,visual_lenient,expert_reference_upper_bound,82.4399,12.3712,8,0.2325,1.5996,1
s003531,balanced,expert_reference_upper_bound,83.5141,21.0683,8,0.1605,0.6684,3
s003532,construction_strict,expert_reference_upper_bound,81.7677,23.9974,8,0.4694,1.5154,3
s003533,motif_strict,expert_reference_upper_bound,81.8271,18.2583,8,0.2095,0.5781,3
s003534,heritage_strict,expert_reference_upper_bound,80.8937,16.1877,8,0.4887,1.6721,3
s003535,visual_lenient,expert_reference_upper_bound,86.4313,20.2315,8,0.1259,0.7963,2
s003536,balanced,expert_reference_upper_bound,83.7807,20.892,8,0.138,0.7292,1
s003537,construction_strict,expert_reference_upper_bound,80.0393,19.8207,8,0.2853,0.8879,1
s003538,motif_strict,expert_reference_upper_bound,82.5015,21.7423,8,0.154,0.7919,1
s003539,heritage_strict,expert_reference_upper_bound,80.4667,13.4999,8,0.3945,1.2137,2
s003540,visual_lenient,expert_reference_upper_bound,79.8939,18.2247,8,0.2282,1.4554,3
s003541,balanced,expert_reference_upper_bound,82.0001,19.524,8,0.5152,1.5679,2
s003542,construction_strict,expert_reference_upper_bound,80.5889,15.6128,8,0.1542,1.5336,3
s003543,motif_strict,expert_reference_upper_bound,82.7643,19.7442,8,0.4791,0.7703,2
s003544,heritage_strict,expert_reference_upper_bound,87.4245,27.4994,8,0.5109,1.0034,2
s003545,visual_lenient,expert_reference_upper_bound,85.1474,23.0082,8,0.4178,1.4068,2
s003546,balanced,expert_reference_upper_bound,86.3764,23.6942,8,0.4624,0.7606,1
s003547,construction_strict,expert_reference_upper_bound,80.6077,18.1119,8,0.3987,1.1868,1
s003548,motif_strict,expert_reference_upper_bound,76.7922,14.5268,8,0.1036,0.6825,3
s003549,heritage_strict,expert_reference_upper_bound,84.4766,22.1433,8,0.1634,0.5606,1
s003550,visual_lenient,expert_reference_upper_bound,88.5937,23.181,8,0.5224,1.3505,3
s003551,balanced,expert_reference_upper_bound,87.5027,26.713,8,0.4138,0.9514,1
s003552,construction_strict,expert_reference_upper_bound,86.6334,25.798,8,0.414,1.3777,2
s003553,motif_strict,expert_reference_upper_bound,85.8538,21.2809,8,0.1938,0.9544,3
s003554,heritage_strict,expert_reference_upper_bound,85.3944,20.9674,8,0.4706,1.1372,1
s003555,visual_lenient,expert_reference_upper_bound,82.6349,18.4257,8,0.3219,1.3581,2
s003556,balanced,expert_reference_upper_bound,86.2156,23.0525,8,0.1173,0.9208,1
s003557,construction_strict,expert_reference_upper_bound,80.6885,17.0564,8,0.1532,1.354,3
s003558,motif_strict,expert_reference_upper_bound,84.7051,22.1225,8,0.2973,1.218,3
s003559,heritage_strict,expert_reference_upper_bound,83.8374,19.0449,8,0.3018,1.4159,1
s003560,visual_lenient,expert_reference_upper_bound,84.4899,20.3987,8,0.3445,0.5737,1
s003561,balanced,expert_reference_upper_bound,82.3909,19.0021,8,0.2717,0.6808,2
s003562,construction_strict,expert_reference_upper_bound,88.1831,27.2261,8,0.2963,0.7528,2
s003563,motif_strict,expert_reference_upper_bound,80.2966,18.3991,8,0.4249,1.4938,3
s003564,heritage_strict,expert_reference_upper_bound,82.4009,18.4761,8,0.4375,0.8479,3
s003565,visual_lenient,expert_reference_upper_bound,84.5585,16.5784,8,0.2478,1.0697,1
s003566,balanced,expert_reference_upper_bound,78.3448,17.1756,8,0.3174,1.4544,3
s003567,construction_strict,expert_reference_upper_bound,80.8526,17.58,8,0.1383,0.9597,1
s003568,motif_strict,expert_reference_upper_bound,87.1476,23.2777,8,0.4359,1.5801,3
s003569,heritage_strict,expert_reference_upper_bound,81.4992,17.7331,8,0.4216,0.8724,3
s003570,visual_lenient,expert_reference_upper_bound,82.2876,18.8402,8,0.157,1.4132,1
s003571,balanced,expert_reference_upper_bound,84.8548,20.0914,8,0.411,1.2735,3
s003572,construction_strict,expert_reference_upper_bound,79.8451,18.6292,8,0.3737,1.2654,3
s003573,motif_strict,expert_reference_upper_bound,75.251,8.1192,8,0.4579,1.5796,3
s003574,heritage_strict,expert_reference_upper_bound,83.5049,18.3621,8,0.3983,0.996,2
s003575,visual_lenient,expert_reference_upper_bound,82.7679,20.6436,8,0.2472,1.4717,1
s003576,balanced,expert_reference_upper_bound,86.8831,22.9849,8,0.2931,0.7973,3
s003577,construction_strict,expert_reference_upper_bound,84.9,24.1898,8,0.3509,1.1575,3
s003578,motif_strict,expert_reference_upper_bound,82.2374,20.4619,8,0.2872,1.7154,2
s003579,heritage_strict,expert_reference_upper_bound,82.857,16.0483,8,0.3448,1.0894,1
s003580,visual_lenient,expert_reference_upper_bound,84.5698,22.7041,8,0.3041,1.4516,1
s003581,balanced,expert_reference_upper_bound,83.6363,19.1551,8,0.3813,1.7058,3
s003582,construction_strict,expert_reference_upper_bound,84.588,24.187,8,0.4952,1.3954,1
s003583,motif_strict,expert_reference_upper_bound,82.0679,17.1219,8,0.2174,1.6021,3
s003584,heritage_strict,expert_reference_upper_bound,84.8829,23.5348,8,0.1224,0.5798,3
s003585,visual_lenient,expert_reference_upper_bound,84.3341,18.9578,8,0.2485,0.8451,2
s003586,balanced,expert_reference_upper_bound,83.7209,19.8836,8,0.2567,0.803,3
s003587,construction_strict,expert_reference_upper_bound,82.7841,24.2675,8,0.3446,0.6028,2
s003588,motif_strict,expert_reference_upper_bound,86.6526,26.1057,8,0.4402,0.7323,1
s003589,heritage_strict,expert_reference_upper_bound,82.7169,18.6493,8,0.1539,0.8977,2
s003590,visual_lenient,expert_reference_upper_bound,83.3929,23.2382,8,0.1292,0.8459,3
s003591,balanced,expert_reference_upper_bound,81.0109,25.0344,8,0.1488,1.7053,2
s003592,construction_strict,expert_reference_upper_bound,83.132,21.7189,8,0.2017,1.2592,2
s003593,motif_strict,expert_reference_upper_bound,81.4795,11.5619,8,0.1945,1.6462,2
s003594,heritage_strict,expert_reference_upper_bound,78.2431,16.328,8,0.1937,1.6416,2
s003595,visual_lenient,expert_reference_upper_bound,82.0881,15.7967,8,0.2807,1.5596,3
s003596,balanced,expert_reference_upper_bound,82.2784,15.7151,8,0.2026,1.1405,3
s003597,construction_strict,expert_reference_upper_bound,85.2673,24.4817,8,0.3722,1.2423,1
s003598,motif_strict,expert_reference_upper_bound,82.0864,18.094,8,0.1988,1.685,1
s003599,heritage_strict,expert_reference_upper_bound,79.8788,15.3248,8,0.4461,1.211,1
s003600,visual_lenient,expert_reference_upper_bound,84.2474,22.3568,8,0.1043,1.174,1
s003601,balanced,expert_reference_upper_bound,87.3369,26.1762,8,0.3432,0.8388,3
s003602,construction_strict,expert_reference_upper_bound,85.2688,20.9328,8,0.4432,0.7709,1
s003603,motif_strict,expert_reference_upper_bound,84.9055,22.3825,8,0.1854,0.6177,3
s003604,heritage_strict,expert_reference_upper_bound,82.2649,17.5158,8,0.2851,1.5729,2
s003605,visual_lenient,expert_reference_upper_bound,81.028,13.1973,8,0.2643,1.6752,2
s003606,balanced,expert_reference_upper_bound,84.725,18.8461,8,0.1515,1.492,2
s003607,construction_strict,expert_reference_upper_bound,85.7142,24.4045,8,0.3176,0.9411,2
s003608,motif_strict,expert_reference_upper_bound,86.0664,25.6035,8,0.4792,0.6512,1
s003609,heritage_strict,expert_reference_upper_bound,83.0488,20.6553,8,0.2103,1.6436,2
s003610,visual_lenient,expert_reference_upper_bound,79.2592,17.6921,8,0.1149,1.7192,3
s003611,balanced,expert_reference_upper_bound,83.975,21.7201,8,0.3594,0.7767,1
s003612,construction_strict,expert_reference_upper_bound,84.6057,24.1287,8,0.3165,1.2362,3
s003613,motif_strict,expert_reference_upper_bound,84.1448,22.7882,8,0.2232,0.5816,1
s003614,heritage_strict,expert_reference_upper_bound,82.9872,20.4645,8,0.4744,1.0427,2
s003615,visual_lenient,expert_reference_upper_bound,86.0833,22.5134,8,0.186,0.5926,3
s003616,balanced,expert_reference_upper_bound,87.3696,29.6053,8,0.2826,1.5033,1
s003617,construction_strict,expert_reference_upper_bound,81.1305,22.4266,8,0.2311,0.6861,3
s003618,motif_strict,expert_reference_upper_bound,81.4492,16.8964,8,0.4516,0.7843,2
s003619,heritage_strict,expert_reference_upper_bound,82.9107,21.6915,8,0.2666,1.7155,2
s003620,visual_lenient,expert_reference_upper_bound,77.6104,11.9272,8,0.3042,1.1349,1
s003621,balanced,expert_reference_upper_bound,87.4547,25.3098,8,0.1562,1.5653,3
s003622,construction_strict,expert_reference_upper_bound,82.102,19.7537,8,0.3882,1.1666,1
s003623,motif_strict,expert_reference_upper_bound,80.2079,18.2266,8,0.1241,1.2981,2
s003624,heritage_strict,expert_reference_upper_bound,81.8996,17.61,8,0.2095,1.0846,2
s003625,visual_lenient,expert_reference_upper_bound,78.8917,14.4026,8,0.4552,1.2954,1
s003626,balanced,expert_reference_upper_bound,78.5762,16.4763,8,0.2642,1.6257,1
s003627,construction_strict,expert_reference_upper_bound,84.4011,22.0967,8,0.4977,1.1526,1
s003628,motif_strict,expert_reference_upper_bound,87.9584,22.0938,8,0.1241,1.2,3
s003629,heritage_strict,expert_reference_upper_bound,85.9281,25.6727,8,0.4592,1.1907,1
s003630,visual_lenient,expert_reference_upper_bound,83.1564,19.7217,8,0.2257,0.7561,3
s003631,balanced,expert_reference_upper_bound,82.0279,16.6055,8,0.1042,1.5127,2
s003632,construction_strict,expert_reference_upper_bound,85.1536,20.1444,8,0.472,0.6888,3
s003633,motif_strict,expert_reference_upper_bound,83.3695,25.1915,8,0.4343,1.2967,1
s003634,heritage_strict,expert_reference_upper_bound,87.0103,27.8212,8,0.4473,1.2713,3
s003635,visual_lenient,expert_reference_upper_bound,82.0641,19.8106,8,0.1344,1.6145,1
s003636,balanced,expert_reference_upper_bound,88.7554,26.6529,8,0.3323,1.1004,3
s003637,construction_strict,expert_reference_upper_bound,78.4575,13.3212,8,0.2759,1.2225,1
s003638,motif_strict,expert_reference_upper_bound,84.9571,17.8588,8,0.1014,1.1442,3
s003639,heritage_strict,expert_reference_upper_bound,87.1717,25.5223,8,0.2206,1.3998,2
s003640,visual_lenient,expert_reference_upper_bound,83.1483,19.4563,8,0.2862,1.2828,1
s003641,balanced,expert_reference_upper_bound,86.0102,24.4116,8,0.2916,0.5952,3
s003642,construction_strict,expert_reference_upper_bound,89.0911,27.39,8,0.5237,0.6471,2
s003643,motif_strict,expert_reference_upper_bound,86.9099,24.6835,8,0.4822,1.0784,1
s003644,heritage_strict,expert_reference_upper_bound,86.6664,22.8579,8,0.5265,1.6185,2
s003645,visual_lenient,expert_reference_upper_bound,80.2205,16.5971,8,0.4787,0.6814,2
s003646,balanced,expert_reference_upper_bound,84.8425,22.7834,8,0.302,1.5839,1
s003647,construction_strict,expert_reference_upper_bound,88.3331,27.4969,8,0.17,0.6163,3
s003648,motif_strict,expert_reference_upper_bound,78.5202,14.2313,8,0.2917,0.5631,1
s003649,heritage_strict,expert_reference_upper_bound,83.837,21.1477,8,0.1768,0.9505,3
s003650,visual_lenient,expert_reference_upper_bound,81.9259,17.6992,8,0.469,0.7471,3
s003651,balanced,expert_reference_upper_bound,88.6453,27.311,8,0.2419,1.1575,1
s003652,construction_strict,expert_reference_upper_bound,85.0735,16.6646,8,0.1461,0.8136,2
s003653,motif_strict,expert_reference_upper_bound,87.2397,23.6134,8,0.1658,1.7433,3
s003654,heritage_strict,expert_reference_upper_bound,83.2102,20.6374,8,0.3337,1.0458,1
s003655,visual_lenient,expert_reference_upper_bound,83.7544,20.9191,8,0.2427,1.509,1
s003656,balanced,expert_reference_upper_bound,82.3431,21.1655,8,0.3316,1.5759,2
s003657,construction_strict,expert_reference_upper_bound,84.3225,22.2317,8,0.3354,1.5461,2
s003658,motif_strict,expert_reference_upper_bound,81.9201,15.6238,8,0.1297,1.0243,1
s003659,heritage_strict,expert_reference_upper_bound,84.7857,22.327,8,0.3846,1.5836,3
s003660,visual_lenient,expert_reference_upper_bound,84.9615,19.4245,8,0.1964,1.7092,1
s003661,balanced,expert_reference_upper_bound,86.3405,25.2446,8,0.25,0.5928,1
s003662,construction_strict,expert_reference_upper_bound,86.8317,25.0843,8,0.1991,1.6898,2
s003663,motif_strict,expert_reference_upper_bound,81.0093,18.9668,8,0.248,1.054,1
s003664,heritage_strict,expert_reference_upper_bound,84.6564,22.7666,8,0.1581,0.9397,2
s003665,visual_lenient,expert_reference_upper_bound,81.9834,16.8316,8,0.4739,1.562,2
s003666,balanced,expert_reference_upper_bound,79.3836,13.0279,8,0.3892,1.2614,3
s003667,construction_strict,expert_reference_upper_bound,86.1829,20.784,8,0.4336,0.6192,1
s003668,motif_strict,expert_reference_upper_bound,85.5307,19.222,8,0.4046,1.6514,2
s003669,heritage_strict,expert_reference_upper_bound,81.8456,16.2097,8,0.529,0.7432,3
s003670,visual_lenient,expert_reference_upper_bound,88.0072,24.2114,8,0.3546,0.5905,3
s003671,balanced,expert_reference_upper_bound,83.7057,20.0392,8,0.4744,0.8863,2
s003672,construction_strict,expert_reference_upper_bound,84.9932,22.923,8,0.2104,1.169,1
s003673,motif_strict,expert_reference_upper_bound,84.367,23.5868,8,0.2497,1.0586,1
s003674,heritage_strict,expert_reference_upper_bound,83.211,18.3269,8,0.4938,1.0249,2
s003675,visual_lenient,expert_reference_upper_bound,83.7239,19.3504,8,0.1163,0.6212,1
s003676,balanced,expert_reference_upper_bound,78.2915,16.9785,8,0.3274,0.995,3
s003677,construction_strict,expert_reference_upper_bound,83.3226,19.7332,8,0.5016,1.6133,3
s003678,motif_strict,expert_reference_upper_bound,84.4686,24.4254,8,0.4432,0.6404,2
s003679,heritage_strict,expert_reference_upper_bound,84.225,22.469,8,0.108,1.3779,3
s003680,visual_lenient,expert_reference_upper_bound,81.7746,11.8072,8,0.1468,1.366,1
s003681,balanced,expert_reference_upper_bound,83.8347,18.2906,8,0.531,0.9354,1
s003682,construction_strict,expert_reference_upper_bound,86.4579,26.1018,8,0.5492,1.5876,2
s003683,motif_strict,expert_reference_upper_bound,81.0147,21.3208,8,0.3658,0.8066,1
s003684,heritage_strict,expert_reference_upper_bound,79.1268,10.7993,8,0.3164,1.06,3
s003685,visual_lenient,expert_reference_upper_bound,78.9854,16.8629,8,0.534,0.7902,3
s003686,balanced,expert_reference_upper_bound,79.767,19.41,8,0.5154,0.8219,3
s003687,construction_strict,expert_reference_upper_bound,85.31,22.177,8,0.3253,1.3347,2
s003688,motif_strict,expert_reference_upper_bound,82.9776,20.3321,8,0.55,1.1364,1
s003689,heritage_strict,expert_reference_upper_bound,83.2045,20.1145,8,0.4705,0.9383,1
s003690,visual_lenient,expert_reference_upper_bound,77.372,16.5928,8,0.3944,1.5223,1
s003691,balanced,expert_reference_upper_bound,82.5262,20.1777,8,0.3095,1.1072,1
s003692,construction_strict,expert_reference_upper_bound,83.7682,23.0581,8,0.4465,0.7522,2
s003693,motif_strict,expert_reference_upper_bound,82.806,19.2185,8,0.18,1.5986,2
s003694,heritage_strict,expert_reference_upper_bound,83.8429,21.4776,8,0.2517,1.0643,1
s003695,visual_lenient,expert_reference_upper_bound,86.1018,23.3505,8,0.4574,0.6991,2
s003696,balanced,expert_reference_upper_bound,83.9195,23.0769,8,0.3245,1.3417,1
s003697,construction_strict,expert_reference_upper_bound,85.5934,21.6893,8,0.208,1.3138,1
s003698,motif_strict,expert_reference_upper_bound,86.1223,23.1597,8,0.4146,0.7871,2
s003699,heritage_strict,expert_reference_upper_bound,83.7039,17.7517,8,0.1735,1.174,3
s003700,visual_lenient,expert_reference_upper_bound,82.714,18.3673,8,0.2332,1.295,3
s003701,balanced,expert_reference_upper_bound,86.4636,23.7811,8,0.1054,0.9443,3
s003702,construction_strict,expert_reference_upper_bound,85.4808,19.2842,8,0.3849,1.2051,2
s003703,motif_strict,expert_reference_upper_bound,88.84,24.4543,8,0.1796,0.7027,3
s003704,heritage_strict,expert_reference_upper_bound,81.1078,12.5455,8,0.1282,1.4808,2
s003705,visual_lenient,expert_reference_upper_bound,83.8567,21.8226,8,0.1148,0.644,1
s003706,balanced,expert_reference_upper_bound,79.8127,18.4423,8,0.4978,1.6638,2
s003707,construction_strict,expert_reference_upper_bound,84.252,19.7986,8,0.5327,0.6066,3
s003708,motif_strict,expert_reference_upper_bound,79.7374,14.707,8,0.3414,0.7433,1
s003709,heritage_strict,expert_reference_upper_bound,85.2588,24.5386,8,0.2568,0.6387,3
s003710,visual_lenient,expert_reference_upper_bound,84.7413,16.1736,8,0.2357,1.4024,3
s003711,balanced,expert_reference_upper_bound,82.7764,20.4335,8,0.1877,1.2782,1
s003712,construction_strict,expert_reference_upper_bound,84.0799,19.4111,8,0.4586,0.5787,1
s003713,motif_strict,expert_reference_upper_bound,86.0299,24.9421,8,0.2719,0.9472,1
s003714,heritage_strict,expert_reference_upper_bound,84.0136,22.7665,8,0.3644,0.6376,2
s003715,visual_lenient,expert_reference_upper_bound,84.2972,23.6485,8,0.3364,0.9693,3
s003716,balanced,expert_reference_upper_bound,81.5606,18.084,8,0.2394,1.2034,1
s003717,construction_strict,expert_reference_upper_bound,82.5061,22.2583,8,0.211,0.6334,1
s003718,motif_strict,expert_reference_upper_bound,82.2216,17.2104,8,0.3108,1.3883,3
s003719,heritage_strict,expert_reference_upper_bound,83.915,20.1934,8,0.211,1.0944,1
s003720,visual_lenient,expert_reference_upper_bound,86.0922,25.016,8,0.5345,1.4557,2
s003721,balanced,expert_reference_upper_bound,82.6148,22.4783,8,0.3813,0.9296,3
s003722,construction_strict,expert_reference_upper_bound,84.9396,21.1075,8,0.4391,0.6768,2
s003723,motif_strict,expert_reference_upper_bound,81.3268,17.9941,8,0.1456,0.9895,3
s003724,heritage_strict,expert_reference_upper_bound,83.403,21.0642,8,0.273,1.2377,2
s003725,visual_lenient,expert_reference_upper_bound,87.6391,23.1246,8,0.3534,0.8229,2
s003726,balanced,expert_reference_upper_bound,85.6323,27.4473,8,0.1364,0.7094,3
s003727,construction_strict,expert_reference_upper_bound,81.3686,16.5521,8,0.2364,1.2285,3
s003728,motif_strict,expert_reference_upper_bound,81.2648,12.6406,8,0.4483,0.8052,1
s003729,heritage_strict,expert_reference_upper_bound,82.5217,19.9274,8,0.4542,0.7721,3
s003730,visual_lenient,expert_reference_upper_bound,85.0609,17.2766,8,0.5073,1.4121,2
s003731,balanced,expert_reference_upper_bound,83.9378,17.5163,8,0.2705,0.7688,3
s003732,construction_strict,expert_reference_upper_bound,85.0055,25.0544,8,0.3027,0.5806,3
s003733,motif_strict,expert_reference_upper_bound,84.4251,18.3756,8,0.1231,1.7316,2
s003734,heritage_strict,expert_reference_upper_bound,86.4966,25.6349,8,0.4491,1.3929,1
s003735,visual_lenient,expert_reference_upper_bound,84.3157,18.7646,8,0.2096,0.8755,1
s003736,balanced,expert_reference_upper_bound,83.9021,21.2665,8,0.3507,1.2182,2
s003737,construction_strict,expert_reference_upper_bound,84.1697,22.2556,8,0.1176,0.5988,2
s003738,motif_strict,expert_reference_upper_bound,87.6202,25.7059,8,0.2921,0.582,2
s003739,heritage_strict,expert_reference_upper_bound,86.5419,26.1211,8,0.477,0.7482,1
s003740,visual_lenient,expert_reference_upper_bound,79.8871,19.2913,8,0.5104,1.5539,1
s003741,balanced,expert_reference_upper_bound,84.7389,21.3161,8,0.1396,0.72,2
s003742,construction_strict,expert_reference_upper_bound,80.4,21.1126,8,0.3634,1.1658,2
s003743,motif_strict,expert_reference_upper_bound,84.2209,24.5568,8,0.3686,0.8146,3
s003744,heritage_strict,expert_reference_upper_bound,81.0184,16.9264,8,0.1978,1.6015,1
s003745,visual_lenient,expert_reference_upper_bound,82.4467,18.7337,8,0.2698,1.54,2
s003746,balanced,expert_reference_upper_bound,87.8582,22.8909,8,0.3534,1.3463,2
s003747,construction_strict,expert_reference_upper_bound,77.8549,11.5207,8,0.1465,1.4251,2
s003748,motif_strict,expert_reference_upper_bound,83.8006,19.4831,8,0.1441,0.8889,2
s003749,heritage_strict,expert_reference_upper_bound,81.2785,15.3665,8,0.2276,1.4592,1
s003750,visual_lenient,expert_reference_upper_bound,81.095,12.4455,8,0.5251,1.6044,2
s003751,balanced,expert_reference_upper_bound,87.123,25.9152,8,0.5078,0.5559,1
s003752,construction_strict,expert_reference_upper_bound,80.0233,16.8259,8,0.3212,1.6341,1
s003753,motif_strict,expert_reference_upper_bound,85.1276,21.1173,8,0.1926,1.1288,1
s003754,heritage_strict,expert_reference_upper_bound,83.0826,20.9157,8,0.1821,1.319,2
s003755,visual_lenient,expert_reference_upper_bound,83.8756,22.7622,8,0.1881,0.921,2
s003756,balanced,expert_reference_upper_bound,88.328,23.2808,8,0.484,0.7892,1
s003757,construction_strict,expert_reference_upper_bound,78.0376,17.4082,8,0.4828,1.48,1
s003758,motif_strict,expert_reference_upper_bound,79.1753,15.6053,8,0.2988,0.5931,2
s003759,heritage_strict,expert_reference_upper_bound,81.7998,18.4149,8,0.3759,1.5626,3
s003760,visual_lenient,expert_reference_upper_bound,84.7988,24.8571,8,0.4484,1.6098,1
s003761,balanced,expert_reference_upper_bound,84.5358,19.9913,8,0.1354,1.3542,2
s003762,construction_strict,expert_reference_upper_bound,85.2986,27.6838,8,0.1441,1.0849,2
s003763,motif_strict,expert_reference_upper_bound,80.3944,20.9951,8,0.1326,1.4151,2
s003764,heritage_strict,expert_reference_upper_bound,82.1999,20.6476,8,0.3256,1.3319,2
s003765,visual_lenient,expert_reference_upper_bound,81.923,19.1345,8,0.1691,0.8494,1
s003766,balanced,expert_reference_upper_bound,87.5718,24.0345,8,0.4811,1.4753,3
s003767,construction_strict,expert_reference_upper_bound,79.8761,20.0162,8,0.3325,1.3038,3
s003768,motif_strict,expert_reference_upper_bound,80.7047,18.7782,8,0.2642,0.9864,3
s003769,heritage_strict,expert_reference_upper_bound,87.4195,26.0159,8,0.3731,1.1917,2
s003770,visual_lenient,expert_reference_upper_bound,82.1365,15.8086,8,0.2467,1.1889,2
s003771,balanced,expert_reference_upper_bound,81.5687,23.5604,8,0.374,1.6698,1
s003772,construction_strict,expert_reference_upper_bound,86.1733,25.7681,8,0.3277,0.5536,1
s003773,motif_strict,expert_reference_upper_bound,79.9153,17.1662,8,0.141,1.2115,3
s003774,heritage_strict,expert_reference_upper_bound,82.7264,15.918,8,0.248,1.4422,1
s003775,visual_lenient,expert_reference_upper_bound,82.5351,18.6847,8,0.4694,1.2025,2
s003776,balanced,expert_reference_upper_bound,85.7276,25.7347,8,0.2386,1.5658,2
s003777,construction_strict,expert_reference_upper_bound,84.19,22.2754,8,0.2117,0.8678,2
s003778,motif_strict,expert_reference_upper_bound,78.4961,13.3969,8,0.2743,1.2182,3
s003779,heritage_strict,expert_reference_upper_bound,82.1744,18.6356,8,0.1588,1.0126,1
s003780,visual_lenient,expert_reference_upper_bound,80.8766,17.8455,8,0.4138,1.7092,2
s003781,balanced,expert_reference_upper_bound,79.3903,16.9073,8,0.5016,0.6321,1
s003782,construction_strict,expert_reference_upper_bound,86.2904,26.0563,8,0.126,1.532,1
s003783,motif_strict,expert_reference_upper_bound,84.005,23.0934,8,0.1978,1.7109,1
s003784,heritage_strict,expert_reference_upper_bound,84.0407,22.0084,8,0.3017,1.0257,2
s003785,visual_lenient,expert_reference_upper_bound,84.6934,20.6995,8,0.436,0.9265,2
s003786,balanced,expert_reference_upper_bound,83.4323,17.8065,8,0.3366,1.3699,3
s003787,construction_strict,expert_reference_upper_bound,84.2085,16.8232,8,0.3856,1.5497,2
s003788,motif_strict,expert_reference_upper_bound,85.4728,23.5009,8,0.4318,1.1424,2
s003789,heritage_strict,expert_reference_upper_bound,85.718,20.7881,8,0.1207,1.7349,1
s003790,visual_lenient,expert_reference_upper_bound,83.8269,19.5423,8,0.4966,0.9289,2
s003791,balanced,expert_reference_upper_bound,86.074,22.304,8,0.2176,0.6769,1
s003792,construction_strict,expert_reference_upper_bound,83.0683,21.1817,8,0.52,1.4596,3
s003793,motif_strict,expert_reference_upper_bound,83.8596,20.708,8,0.297,0.8738,2
s003794,heritage_strict,expert_reference_upper_bound,86.0567,26.8156,8,0.2354,1.4796,1
s003795,visual_lenient,expert_reference_upper_bound,82.8284,18.6811,8,0.2559,1.0227,1
s003796,balanced,expert_reference_upper_bound,84.7,20.9027,8,0.4913,0.708,3
s003797,construction_strict,expert_reference_upper_bound,81.5932,14.7121,8,0.3615,0.963,1
s003798,motif_strict,expert_reference_upper_bound,80.8966,14.088,8,0.1215,1.3347,2
s003799,heritage_strict,expert_reference_upper_bound,80.2518,18.4313,8,0.3947,0.8374,1
s003800,visual_lenient,expert_reference_upper_bound,85.4685,22.368,8,0.3562,1.1947,1
s003801,balanced,expert_reference_upper_bound,83.4502,19.572,8,0.3881,1.5266,1
s003802,construction_strict,expert_reference_upper_bound,84.9396,23.1692,8,0.5474,1.6446,3
s003803,motif_strict,expert_reference_upper_bound,83.0439,19.0245,8,0.2466,1.3213,2
