scenario_id,regime,winner_method,winner_score,winner_margin,profiles_aggregated,weight_severity,noise_scale,hard_threshold
s000305,visual_lenient,expert_reference_upper_bound,80.9922,14.548,8,0.2051,1.3976,2
s000306,balanced,expert_reference_upper_bound,82.3465,20.785,8,0.2118,1.4998,1
s000307,construction_strict,expert_reference_upper_bound,81.8826,14.757,8,0.2322,1.475,3
s000308,motif_strict,expert_reference_upper_bound,83.3022,20.6578,8,0.3246,1.6018,1
s000309,heritage_strict,expert_reference_upper_bound,85.4607,25.1284,8,0.2445,1.3275,3
s000310,visual_lenient,expert_reference_upper_bound,84.4559,21.6507,8,0.4688,0.8896,2
s000311,balanced,expert_reference_upper_bound,88.6996,26.4351,8,0.1266,0.6901,2
s000312,construction_strict,expert_reference_upper_bound,82.2535,18.4287,8,0.3609,0.934,1
s000313,motif_strict,expert_reference_upper_bound,83.9912,19.5366,8,0.5349,0.7382,1
s000314,heritage_strict,expert_reference_upper_bound,83.6747,26.7767,8,0.377,1.1857,2
s000315,visual_lenient,expert_reference_upper_bound,79.3879,18.0644,8,0.3279,1.2033,3
s000316,balanced,expert_reference_upper_bound,80.0143,19.0081,8,0.4687,1.2066,3
s000317,construction_strict,expert_reference_upper_bound,82.5617,23.1428,8,0.2863,1.1615,1
s000318,motif_strict,expert_reference_upper_bound,84.9461,21.2468,8,0.2554,0.9115,3
s000319,heritage_strict,expert_reference_upper_bound,82.4647,21.9996,8,0.138,0.654,3
s000320,visual_lenient,expert_reference_upper_bound,83.7136,15.3909,8,0.1915,1.3618,3
s000321,balanced,expert_reference_upper_bound,80.1157,17.914,8,0.3242,0.8054,2
s000322,construction_strict,expert_reference_upper_bound,88.8554,26.995,8,0.1474,1.5929,1
s000323,motif_strict,expert_reference_upper_bound,81.9576,18.2585,8,0.1494,0.9224,1
s000324,heritage_strict,expert_reference_upper_bound,88.3063,20.4419,8,0.4133,1.5867,3
s000325,visual_lenient,expert_reference_upper_bound,81.5032,18.1964,8,0.5136,1.4927,1
s000326,balanced,expert_reference_upper_bound,84.2084,18.7433,8,0.4427,1.287,2
s000327,construction_strict,expert_reference_upper_bound,81.2759,13.1794,8,0.2311,1.204,2
s000328,motif_strict,expert_reference_upper_bound,82.7204,15.5376,8,0.4316,0.6869,3
s000329,heritage_strict,expert_reference_upper_bound,76.9969,11.691,8,0.4353,1.3516,2
s000330,visual_lenient,expert_reference_upper_bound,81.9567,18.6059,8,0.2672,1.7219,2
s000331,balanced,expert_reference_upper_bound,85.4368,21.8605,8,0.2983,0.931,2
s000332,construction_strict,expert_reference_upper_bound,87.203,26.0087,8,0.2245,0.6313,1
s000333,motif_strict,expert_reference_upper_bound,81.0078,23.0733,8,0.4489,0.7153,2
s000334,heritage_strict,expert_reference_upper_bound,79.0918,17.7957,8,0.2177,1.1818,2
s000335,visual_lenient,expert_reference_upper_bound,83.4638,18.1825,8,0.3267,1.516,2
s000336,balanced,expert_reference_upper_bound,86.6755,27.134,8,0.5213,1.1615,1
s000337,construction_strict,expert_reference_upper_bound,80.1412,14.5736,8,0.295,1.7154,1
s000338,motif_strict,expert_reference_upper_bound,84.1213,21.1117,8,0.4636,1.0729,1
s000339,heritage_strict,expert_reference_upper_bound,81.3441,19.5002,8,0.3346,0.7914,2
s000340,visual_lenient,expert_reference_upper_bound,85.1515,22.2961,8,0.1652,0.8259,3
s000341,balanced,expert_reference_upper_bound,84.1546,18.1155,8,0.2327,1.1063,3
s000342,construction_strict,expert_reference_upper_bound,83.8576,19.9049,8,0.2904,1.368,2
s000343,motif_strict,expert_reference_upper_bound,86.877,22.5103,8,0.3412,0.6602,3
s000344,heritage_strict,expert_reference_upper_bound,87.1304,21.8592,8,0.3243,1.2297,1
s000345,visual_lenient,expert_reference_upper_bound,87.6396,22.4145,8,0.1205,1.3658,2
s000346,balanced,expert_reference_upper_bound,80.4806,21.3925,8,0.2773,1.7149,3
s000347,construction_strict,expert_reference_upper_bound,90.0427,24.3464,8,0.4799,1.0959,1
s000348,motif_strict,expert_reference_upper_bound,83.6358,23.2503,8,0.1565,1.3482,1
s000349,heritage_strict,expert_reference_upper_bound,81.1212,19.7651,8,0.2909,1.4328,3
s000350,visual_lenient,expert_reference_upper_bound,80.6025,17.7278,8,0.5032,1.6638,3
s000351,balanced,expert_reference_upper_bound,82.4461,17.9428,8,0.5092,0.7426,2
s000352,construction_strict,expert_reference_upper_bound,84.1635,23.5967,8,0.1722,0.7112,2
s000353,motif_strict,expert_reference_upper_bound,83.9971,19.4699,8,0.4738,1.2899,3
s000354,heritage_strict,expert_reference_upper_bound,81.3881,15.4811,8,0.4856,1.6756,2
s000355,visual_lenient,expert_reference_upper_bound,79.6629,12.9562,8,0.44,1.1619,3
s000356,balanced,expert_reference_upper_bound,85.4352,28.0967,8,0.3972,1.4662,2
s000357,construction_strict,expert_reference_upper_bound,80.9813,19.7209,8,0.4895,0.8645,1
s000358,motif_strict,expert_reference_upper_bound,83.9849,18.1982,8,0.376,1.5168,2
s000359,heritage_strict,expert_reference_upper_bound,81.5516,14.8869,8,0.116,1.2961,2
s000360,visual_lenient,expert_reference_upper_bound,86.4576,20.2577,8,0.5332,0.6211,2
s000361,balanced,expert_reference_upper_bound,86.2338,22.7043,8,0.2979,0.5545,1
s000362,construction_strict,expert_reference_upper_bound,84.4955,22.9994,8,0.3692,0.7193,3
s000363,motif_strict,expert_reference_upper_bound,80.7875,16.7652,8,0.3898,1.4917,2
s000364,heritage_strict,expert_reference_upper_bound,87.5464,25.019,8,0.4923,0.7298,3
s000365,visual_lenient,expert_reference_upper_bound,81.4623,18.4309,8,0.2801,1.1422,1
s000366,balanced,expert_reference_upper_bound,84.0777,20.9301,8,0.3512,1.2605,2
s000367,construction_strict,expert_reference_upper_bound,80.8466,21.5217,8,0.197,1.1544,1
s000368,motif_strict,expert_reference_upper_bound,84.077,20.5096,8,0.3187,1.7115,2
s000369,heritage_strict,expert_reference_upper_bound,85.7534,25.1743,8,0.3487,0.873,3
s000370,visual_lenient,expert_reference_upper_bound,84.0729,23.1943,8,0.3614,0.7393,1
s000371,balanced,expert_reference_upper_bound,90.3547,26.4642,8,0.2885,0.6095,2
s000372,construction_strict,expert_reference_upper_bound,79.8698,15.4961,8,0.2802,1.7061,3
s000373,motif_strict,expert_reference_upper_bound,80.707,16.2395,8,0.4547,0.9387,2
s000374,heritage_strict,expert_reference_upper_bound,81.7694,22.6834,8,0.1306,0.8257,1
s000375,visual_lenient,expert_reference_upper_bound,83.1055,21.4874,8,0.4328,1.0433,2
s000376,balanced,expert_reference_upper_bound,87.5843,25.6209,8,0.1861,1.4331,1
s000377,construction_strict,expert_reference_upper_bound,82.8325,22.8793,8,0.3916,1.7156,1
s000378,motif_strict,expert_reference_upper_bound,81.552,17.0525,8,0.3629,0.5807,3
s000379,heritage_strict,expert_reference_upper_bound,82.8658,19.0876,8,0.3162,0.798,3
s000380,visual_lenient,expert_reference_upper_bound,85.4938,22.5284,8,0.1342,1.6938,2
s000381,balanced,expert_reference_upper_bound,83.3337,19.2369,8,0.3987,1.5352,2
s000382,construction_strict,expert_reference_upper_bound,80.7209,15.3857,8,0.52,1.358,1
s000383,motif_strict,expert_reference_upper_bound,84.5011,19.3983,8,0.5072,0.7836,2
s000384,heritage_strict,expert_reference_upper_bound,85.2156,27.0613,8,0.4253,0.6488,2
s000385,visual_lenient,expert_reference_upper_bound,83.8926,19.9176,8,0.2373,0.7014,2
s000386,balanced,expert_reference_upper_bound,82.4299,19.025,8,0.3007,1.2281,1
s000387,construction_strict,expert_reference_upper_bound,81.5017,20.0601,8,0.3736,0.9854,1
s000388,motif_strict,expert_reference_upper_bound,82.1623,22.2643,8,0.2384,1.2048,3
s000389,heritage_strict,expert_reference_upper_bound,84.7407,20.2395,8,0.1097,0.921,3
s000390,visual_lenient,expert_reference_upper_bound,82.8551,18.8834,8,0.1906,1.6156,2
s000391,balanced,expert_reference_upper_bound,79.2496,14.7473,8,0.122,1.6145,2
s000392,construction_strict,expert_reference_upper_bound,84.4809,20.9973,8,0.4834,1.4516,2
s000393,motif_strict,expert_reference_upper_bound,83.1746,17.5446,8,0.4577,1.0443,1
s000394,heritage_strict,expert_reference_upper_bound,77.745,14.2082,8,0.5436,1.6381,1
s000395,visual_lenient,expert_reference_upper_bound,85.2937,23.5328,8,0.4848,1.123,2
s000396,balanced,expert_reference_upper_bound,78.5677,19.2216,8,0.1116,1.2746,3
s000397,construction_strict,expert_reference_upper_bound,87.0322,23.218,8,0.318,0.7525,1
s000398,motif_strict,expert_reference_upper_bound,81.8961,18.1469,8,0.4062,1.4967,2
s000399,heritage_strict,expert_reference_upper_bound,84.9159,21.8095,8,0.4808,0.8276,3
s000400,visual_lenient,expert_reference_upper_bound,84.9908,13.8719,8,0.4452,1.3516,2
s000401,balanced,expert_reference_upper_bound,85.5159,23.4981,8,0.5241,0.9304,1
s000402,construction_strict,expert_reference_upper_bound,84.5641,20.4633,8,0.4787,1.7141,1
s000403,motif_strict,expert_reference_upper_bound,84.682,23.4697,8,0.2538,0.5584,3
s000404,heritage_strict,expert_reference_upper_bound,84.9838,22.2067,8,0.3509,0.6243,3
s000405,visual_lenient,expert_reference_upper_bound,82.9832,19.0323,8,0.1005,0.9036,3
s000406,balanced,expert_reference_upper_bound,81.9741,18.8621,8,0.2358,0.864,3
s000407,construction_strict,expert_reference_upper_bound,87.9739,24.5248,8,0.5076,0.5635,1
s000408,motif_strict,expert_reference_upper_bound,85.4409,20.8518,8,0.2962,0.994,1
s000409,heritage_strict,expert_reference_upper_bound,88.0313,19.5581,8,0.5398,0.7758,3
s000410,visual_lenient,expert_reference_upper_bound,83.6973,18.4547,8,0.2001,0.8146,1
s000411,balanced,expert_reference_upper_bound,85.7806,19.7799,8,0.5357,1.2334,1
s000412,construction_strict,expert_reference_upper_bound,87.5053,25.4775,8,0.2148,1.2477,2
s000413,motif_strict,expert_reference_upper_bound,83.9047,16.9952,8,0.2782,1.1625,2
s000414,heritage_strict,expert_reference_upper_bound,83.5846,21.4126,8,0.2991,1.5342,1
s000415,visual_lenient,expert_reference_upper_bound,83.6047,18.8331,8,0.5068,0.9237,2
s000416,balanced,expert_reference_upper_bound,83.338,22.9303,8,0.1353,0.8679,1
s000417,construction_strict,expert_reference_upper_bound,81.1445,16.6056,8,0.3725,1.6108,2
s000418,motif_strict,expert_reference_upper_bound,85.6935,24.3266,8,0.3825,1.5641,3
s000419,heritage_strict,expert_reference_upper_bound,86.9249,24.0965,8,0.3824,1.2276,2
s000420,visual_lenient,expert_reference_upper_bound,84.1269,16.7356,8,0.5344,0.82,1
s000421,balanced,expert_reference_upper_bound,85.2428,21.1044,8,0.4207,1.147,2
s000422,construction_strict,expert_reference_upper_bound,84.4816,21.9883,8,0.5319,1.0436,2
s000423,motif_strict,expert_reference_upper_bound,78.8703,21.8794,8,0.5054,1.1601,3
s000424,heritage_strict,expert_reference_upper_bound,83.4438,21.2995,8,0.1814,1.3405,3
s000425,visual_lenient,expert_reference_upper_bound,86.4011,24.5183,8,0.4411,0.7099,1
s000426,balanced,expert_reference_upper_bound,84.9753,23.1603,8,0.1427,0.6499,1
s000427,construction_strict,expert_reference_upper_bound,83.3943,22.0009,8,0.1056,0.6139,1
s000428,motif_strict,expert_reference_upper_bound,80.4814,15.3291,8,0.5426,1.4971,3
s000429,heritage_strict,expert_reference_upper_bound,86.1764,25.2126,8,0.4833,0.8163,2
s000430,visual_lenient,expert_reference_upper_bound,83.9719,15.3194,8,0.3811,1.5508,1
s000431,balanced,expert_reference_upper_bound,90.2122,28.4716,8,0.2126,0.5796,2
s000432,construction_strict,expert_reference_upper_bound,86.6142,27.8097,8,0.3547,0.9623,3
s000433,motif_strict,expert_reference_upper_bound,81.2083,16.7339,8,0.1654,1.3409,2
s000434,heritage_strict,expert_reference_upper_bound,85.5621,23.0232,8,0.2946,0.8594,3
s000435,visual_lenient,expert_reference_upper_bound,87.6667,18.9134,8,0.1667,1.353,3
s000436,balanced,expert_reference_upper_bound,80.2967,16.3885,8,0.335,0.9568,3
s000437,construction_strict,expert_reference_upper_bound,84.5568,20.1944,8,0.2848,1.3523,1
s000438,motif_strict,expert_reference_upper_bound,82.8876,20.9254,8,0.215,1.5761,2
s000439,heritage_strict,expert_reference_upper_bound,80.6421,18.7705,8,0.3436,1.3653,3
s000440,visual_lenient,expert_reference_upper_bound,87.4872,26.1603,8,0.3674,1.2028,3
s000441,balanced,expert_reference_upper_bound,86.708,21.4762,8,0.4534,0.6788,3
s000442,construction_strict,expert_reference_upper_bound,79.6489,16.3031,8,0.5386,0.7783,3
s000443,motif_strict,expert_reference_upper_bound,83.0076,19.5254,8,0.3853,1.5446,1
s000444,heritage_strict,expert_reference_upper_bound,87.3739,24.694,8,0.3467,1.3106,2
s000445,visual_lenient,expert_reference_upper_bound,82.3274,22.8872,8,0.5068,1.0636,1
s000446,balanced,expert_reference_upper_bound,84.5383,25.9941,8,0.2613,1.033,3
s000447,construction_strict,expert_reference_upper_bound,80.671,18.4535,8,0.4594,1.552,3
s000448,motif_strict,expert_reference_upper_bound,85.3605,23.8362,8,0.301,1.16,1
s000449,heritage_strict,expert_reference_upper_bound,82.3075,19.868,8,0.2073,0.7262,2
s000450,visual_lenient,expert_reference_upper_bound,85.9039,23.6826,8,0.3997,1.0588,3
s000451,balanced,expert_reference_upper_bound,82.7572,22.3102,8,0.1915,0.89,1
s000452,construction_strict,expert_reference_upper_bound,82.9586,17.2636,8,0.234,0.989,2
s000453,motif_strict,expert_reference_upper_bound,86.1692,21.5105,8,0.1637,1.6908,2
s000454,heritage_strict,expert_reference_upper_bound,85.6999,25.5902,8,0.4025,1.0889,3
s000455,visual_lenient,expert_reference_upper_bound,82.9938,15.7394,8,0.4068,1.7381,1
s000456,balanced,expert_reference_upper_bound,85.7088,13.6298,8,0.502,1.3296,2
s000457,construction_strict,expert_reference_upper_bound,87.3042,25.7421,8,0.2093,0.969,2
s000458,motif_strict,expert_reference_upper_bound,86.4972,24.0697,8,0.2038,0.8994,3
s000459,heritage_strict,expert_reference_upper_bound,85.5441,23.5007,8,0.5139,1.085,1
s000460,visual_lenient,expert_reference_upper_bound,83.4147,19.5919,8,0.2975,1.4284,2
s000461,balanced,expert_reference_upper_bound,80.2357,14.7721,8,0.1464,1.6508,2
s000462,construction_strict,expert_reference_upper_bound,82.4892,19.3501,8,0.3394,0.8145,3
s000463,motif_strict,expert_reference_upper_bound,84.1169,16.3191,8,0.2847,1.2519,3
s000464,heritage_strict,expert_reference_upper_bound,82.7686,18.2149,8,0.1515,1.3599,1
s000465,visual_lenient,expert_reference_upper_bound,80.7922,18.2074,8,0.4338,1.7343,2
s000466,balanced,expert_reference_upper_bound,85.7719,23.9717,8,0.4618,0.5618,3
s000467,construction_strict,expert_reference_upper_bound,80.8838,23.5057,8,0.4867,1.72,1
s000468,motif_strict,expert_reference_upper_bound,80.9948,16.0327,8,0.2872,1.0207,2
s000469,heritage_strict,expert_reference_upper_bound,86.0369,26.3218,8,0.2707,1.0417,1
s000470,visual_lenient,expert_reference_upper_bound,82.9197,18.9418,8,0.1886,0.7821,2
s000471,balanced,expert_reference_upper_bound,83.2637,15.5454,8,0.3889,1.275,1
s000472,construction_strict,expert_reference_upper_bound,87.1675,22.9413,8,0.3088,1.0745,2
s000473,motif_strict,expert_reference_upper_bound,85.2544,22.3549,8,0.1532,0.7571,2
s000474,heritage_strict,expert_reference_upper_bound,88.2249,25.2531,8,0.2655,1.182,2
s000475,visual_lenient,expert_reference_upper_bound,83.1267,20.3578,8,0.4474,0.7366,2
s000476,balanced,expert_reference_upper_bound,81.9394,15.5399,8,0.4428,1.2289,1
s000477,construction_strict,expert_reference_upper_bound,79.2446,16.0066,8,0.519,0.7683,1
s000478,motif_strict,expert_reference_upper_bound,77.2356,9.3409,8,0.3161,1.531,1
s000479,heritage_strict,expert_reference_upper_bound,84.3849,22.4311,8,0.3862,1.1775,1
s000480,visual_lenient,expert_reference_upper_bound,85.0808,19.7943,8,0.2524,1.0915,1
s000481,balanced,expert_reference_upper_bound,86.5989,23.604,8,0.102,1.6272,2
s000482,construction_strict,expert_reference_upper_bound,84.4551,22.882,8,0.4098,0.6663,2
s000483,motif_strict,expert_reference_upper_bound,84.7343,24.7803,8,0.1841,1.1676,1
s000484,heritage_strict,expert_reference_upper_bound,88.3768,24.2112,8,0.1748,0.9537,1
s000485,visual_lenient,expert_reference_upper_bound,83.4596,23.1237,8,0.1592,1.0365,2
s000486,balanced,expert_reference_upper_bound,88.1068,27.5947,8,0.3068,0.7953,2
s000487,construction_strict,expert_reference_upper_bound,86.7522,22.4312,8,0.4188,0.75,1
s000488,motif_strict,expert_reference_upper_bound,84.041,22.5336,8,0.3388,0.7095,2
s000489,heritage_strict,expert_reference_upper_bound,76.0766,11.696,8,0.2713,0.8548,3
s000490,visual_lenient,expert_reference_upper_bound,83.092,18.7828,8,0.1932,1.03,3
s000491,balanced,expert_reference_upper_bound,83.7107,19.7831,8,0.4727,1.7386,3
s000492,construction_strict,expert_reference_upper_bound,81.5553,20.3943,8,0.501,0.7985,1
s000493,motif_strict,expert_reference_upper_bound,80.1684,20.1571,8,0.3169,1.0914,2
s000494,heritage_strict,expert_reference_upper_bound,77.7386,12.5456,8,0.2585,1.6246,2
s000495,visual_lenient,expert_reference_upper_bound,80.6448,21.0326,8,0.1395,0.7142,3
s000496,balanced,expert_reference_upper_bound,84.9046,17.1634,8,0.3258,1.5707,3
s000497,construction_strict,expert_reference_upper_bound,84.2544,24.6349,8,0.4187,1.0494,3
s000498,motif_strict,expert_reference_upper_bound,86.3479,24.7604,8,0.1425,1.6336,2
s000499,heritage_strict,expert_reference_upper_bound,80.1725,14.6602,8,0.5026,1.6035,1
s000500,visual_lenient,expert_reference_upper_bound,84.3494,22.7121,8,0.3757,0.6466,1
s000501,balanced,expert_reference_upper_bound,85.1195,26.1138,8,0.2103,1.5277,1
s000502,construction_strict,expert_reference_upper_bound,83.2578,20.1419,8,0.2377,1.2062,2
s000503,motif_strict,expert_reference_upper_bound,83.8471,16.6175,8,0.2249,0.9518,1
s000504,heritage_strict,expert_reference_upper_bound,77.7143,8.7359,8,0.4703,0.9296,2
s000505,visual_lenient,expert_reference_upper_bound,84.5454,12.8896,8,0.4855,1.1144,1
s000506,balanced,expert_reference_upper_bound,85.1276,17.898,8,0.4177,1.3506,2
s000507,construction_strict,expert_reference_upper_bound,82.2528,18.8703,8,0.2176,1.3519,3
s000508,motif_strict,expert_reference_upper_bound,83.8975,19.0351,8,0.3514,0.7854,3
s000509,heritage_strict,expert_reference_upper_bound,81.3748,21.465,8,0.1675,1.5179,3
s000510,visual_lenient,expert_reference_upper_bound,84.3213,24.038,8,0.4395,0.9971,2
s000511,balanced,expert_reference_upper_bound,89.3614,27.9491,8,0.4796,1.3302,2
s000512,construction_strict,expert_reference_upper_bound,84.6734,17.4449,8,0.4359,0.879,1
s000513,motif_strict,expert_reference_upper_bound,82.0363,15.4369,8,0.3263,1.3901,3
s000514,heritage_strict,expert_reference_upper_bound,82.3225,19.7401,8,0.5064,1.6823,3
s000515,visual_lenient,expert_reference_upper_bound,79.2295,10.6263,8,0.4085,1.4072,1
s000516,balanced,expert_reference_upper_bound,82.7794,18.9228,8,0.2292,1.1321,3
s000517,construction_strict,expert_reference_upper_bound,81.4943,19.1775,8,0.4495,1.0065,1
s000518,motif_strict,expert_reference_upper_bound,82.5335,22.5282,8,0.1479,1.6815,2
s000519,heritage_strict,expert_reference_upper_bound,80.7522,17.7014,8,0.5386,1.1899,3
s000520,visual_lenient,expert_reference_upper_bound,81.3166,17.7083,8,0.2669,1.534,2
s000521,balanced,expert_reference_upper_bound,88.6952,28.4064,8,0.302,0.6714,1
s000522,construction_strict,expert_reference_upper_bound,86.8488,23.3622,8,0.5434,1.2334,1
s000523,motif_strict,expert_reference_upper_bound,85.338,18.0709,8,0.2383,1.7396,2
s000524,heritage_strict,expert_reference_upper_bound,86.635,26.4998,8,0.2778,0.9127,1
s000525,visual_lenient,expert_reference_upper_bound,80.7769,17.9607,8,0.5352,1.6224,3
s000526,balanced,expert_reference_upper_bound,85.7968,24.5861,8,0.2885,1.688,1
s000527,construction_strict,expert_reference_upper_bound,82.4535,22.2058,8,0.3118,0.8849,2
s000528,motif_strict,expert_reference_upper_bound,82.7806,23.8217,8,0.4235,1.1838,2
